customer_id,age_group,gender,loyalty_tier,total_orders,total_spend_usd,avg_rating_given,preferred_payment,preferred_branch,favorite_dish,first_order_date,last_order_date,repeat_customer,most_active_day
CUST-1459,55+,Male,Silver,1,22.92,2.0,Debit Card,Downtown,Classic Burger,2024-01-24,2024-01-24,No,Wednesday
CUST-1460,18-24,Female,Silver,2,40.97,4.0,Credit Card,Airport,BBQ Chicken Pizza,2024-04-01,2024-11-21,Yes,Monday
CUST-1461,55+,Female,Bronze,2,19.63,5.0,Cash,Downtown,Lemonade,2024-04-20,2024-08-17,Yes,Saturday
CUST-1462,45-54,Female,Bronze,2,83.43,3.5,Debit Card,Downtown,Double Cheeseburger,2024-01-24,2024-08-04,Yes,Sunday
CUST-1463,18-24,Male,Gold,2,51.16,5.0,Online,Airport,BBQ Chicken Pizza,2024-03-03,2024-03-09,Yes,Saturday
CUST-1464,55+,Male,Silver,3,98.14,4.5,Digital Wallet,Mall Branch,Falafel Wrap,2024-03-01,2024-12-23,Yes,Friday
CUST-1465,35-44,Prefer not to say,Bronze,1,49.28,4.0,Online,Mall Branch,Pepperoni Pizza,2024-01-29,2024-01-29,No,Monday
CUST-1466,55+,Female,Gold,2,48.95,4.0,Cash,Airport,Classic Burger,2024-03-03,2024-09-07,Yes,Saturday
CUST-1467,25-34,Prefer not to say,Platinum,1,15.99,4.0,Debit Card,Mall Branch,BBQ Chicken Pizza,2024-12-22,2024-12-22,No,Sunday
CUST-1468,18-24,Male,Bronze,1,9.99,4.0,Debit Card,Downtown,Shawarma Wrap,2024-12-07,2024-12-07,No,Saturday
CUST-1469,45-54,Female,Gold,1,12.98,4.0,Credit Card,Downtown,Tomato Soup,2024-08-07,2024-08-07,No,Wednesday
CUST-1470,55+,Male,Bronze,1,26.97,4.0,Online,City Center,Classic Burger,2024-10-31,2024-10-31,No,Thursday
CUST-1471,18-24,Male,Bronze,3,83.21,4.5,Cash,Downtown,Classic Burger,2024-01-06,2024-10-07,Yes,Monday
CUST-1472,25-34,Prefer not to say,Silver,5,99.08,4.6,Cash,City Center,Cheesecake,2024-03-10,2024-12-05,Yes,Saturday
CUST-1473,25-34,Prefer not to say,Bronze,4,29.95,4.67,Credit Card,Airport,French Fries,2024-01-28,2024-10-05,Yes,Monday
CUST-1474,18-24,Female,Platinum,1,17.98,3.0,Credit Card,Suburbs,Classic Burger,2024-08-07,2024-08-07,No,Wednesday
CUST-1475,55+,Female,Gold,4,36.44,3.5,Debit Card,Suburbs,Classic Burger,2024-01-07,2024-11-08,Yes,Wednesday
CUST-1476,35-44,Prefer not to say,Platinum,2,38.44,3.5,Cash,City Center,Classic Burger,2024-01-14,2024-02-05,Yes,Monday
CUST-1477,45-54,Male,Silver,1,8.49,4.0,Online,Airport,Shawarma Wrap,2024-03-12,2024-03-12,No,Tuesday
CUST-1478,25-34,Prefer not to say,Silver,4,33.32,3.5,Credit Card,Suburbs,French Fries,2024-01-27,2024-11-20,Yes,Friday
CUST-1479,45-54,Prefer not to say,Gold,3,57.44,5.0,Credit Card,Downtown,BBQ Chicken Pizza,2024-01-17,2024-10-24,Yes,Thursday
CUST-1480,18-24,Female,Silver,1,11.99,,Digital Wallet,Downtown,Penne Arrabbiata,2024-05-27,2024-05-27,No,Monday
CUST-1481,35-44,Female,Platinum,2,44.04,4.0,Cash,City Center,Ice Cream Sundae,2024-08-10,2024-11-01,Yes,Friday
CUST-1483,25-34,Male,Bronze,2,17.48,3.0,Credit Card,Airport,Ice Cream Sundae,2024-08-02,2024-09-24,Yes,Friday
CUST-1485,45-54,Female,Bronze,1,26.97,5.0,Cash,Suburbs,Classic Burger,2024-04-27,2024-04-27,No,Saturday
CUST-1486,35-44,Male,Bronze,1,7.98,,Cash,Mall Branch,French Fries,2024-11-15,2024-11-15,No,Friday
CUST-1487,35-44,Prefer not to say,Gold,4,90.7,4.5,Online,Mall Branch,Margherita Pizza,2024-01-28,2024-06-27,Yes,Sunday
CUST-1488,18-24,Prefer not to say,Gold,3,44.46,4.0,Digital Wallet,Airport,Double Cheeseburger,2024-01-22,2024-09-07,Yes,Saturday
CUST-1489,25-34,Prefer not to say,Bronze,4,56.08,3.25,Digital Wallet,Mall Branch,Chocolate Lava Cake,2024-03-09,2024-12-18,Yes,Wednesday
CUST-1490,45-54,Prefer not to say,Silver,4,54.28,4.0,Debit Card,Airport,Lemonade,2024-04-20,2024-08-05,Yes,Saturday
CUST-1491,45-54,Male,Gold,2,60.03,2.5,Credit Card,Downtown,Margherita Pizza,2024-07-31,2024-08-05,Yes,Monday
CUST-1492,45-54,Female,Silver,1,11.99,2.0,Debit Card,City Center,Penne Arrabbiata,2024-09-15,2024-09-15,No,Sunday
CUST-1493,18-24,Male,Platinum,5,104.25,4.25,Cash,Mall Branch,Caesar Salad,2024-01-09,2024-11-19,Yes,Tuesday
CUST-1494,25-34,Female,Gold,2,19.77,5.0,Online,City Center,Classic Burger,2024-07-14,2024-10-09,Yes,Sunday
CUST-1497,18-24,Male,Gold,3,64.81,4.0,Credit Card,Airport,Chocolate Lava Cake,2024-01-18,2024-11-24,Yes,Saturday
CUST-1498,55+,Male,Gold,3,40.46,4.33,Cash,Suburbs,Double Cheeseburger,2024-01-05,2024-08-09,Yes,Friday
CUST-1499,45-54,Prefer not to say,Bronze,1,17.98,4.0,Digital Wallet,City Center,Classic Burger,2024-07-12,2024-07-12,No,Friday
CUST-1500,35-44,Female,Gold,2,7.98,4.0,Credit Card,City Center,Hot Coffee,2024-06-29,2024-12-25,Yes,Saturday
